scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,27.009253,27.009253,0,1,19.746932,373.490584028,1350
2,0.5,52.315473,52.315473,0,1,45.053152,866.158801223,1350
3,0.25,77.695491,77.126571878,0.568919122,0.992677579,69.864250878,1350,1350
