scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,32.988144,32.988144,0,1,25.725823,492.93220389,1350
2,0.5,58.294364,58.294364,0,1,51.032043,985.600421086,1350
3,0.25,83.674382,76.766626645,6.907755355,0.9174448,69.504305645,1350,1350
