period,promotions_selected,max_promotions_allowed,expected_retailer_funded_markdown,expected_full_consumer_discount_value,max_realized_retailer_funded_markdown
1,3,3,0.419018702,4.190187021,0.514223092
2,2,3,0.498927509,4.989275087,0.596001705
3,1,3,0.37464244,3.746424399,0.477402933
4,2,3,0.061525227,0.615252274,0.071388893
5,2,3,0.056975838,0.569758385,0.072799337
