period,promotions_selected,max_promotions_allowed,expected_retailer_funded_markdown,expected_full_consumer_discount_value,max_realized_retailer_funded_markdown
1,1,3,0.361695791,3.616957915,0.446345262
2,2,3,0.385711751,3.857117507,0.471736613
3,1,3,0.37464244,3.746424399,0.477402933
4,2,3,0.049966727,0.499667271,0.059830393
5,0,3,0,0,0
