period,promotions_selected,max_promotions_allowed,expected_retailer_funded_markdown,expected_full_consumer_discount_value,max_realized_retailer_funded_markdown
1,3,3,0.413239452,4.13239452,0.508443842
2,3,3,0.42081926,4.208192604,0.513620696
3,2,3,0.475641371,4.756413707,0.556069714
4,2,3,0.055745977,0.557459772,0.065609643
5,0,3,0,0,0
