scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,40.072181,40.072181,0,1,32.80986,635.331321572,1500
2,0.5,65.378401,65.378401,0,1,58.11608,1127.999538767,1500
3,0.25,90.758419,84.340916497,6.417502503,0.929290279,77.078595497,1500,1500
