scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,32.309547,32.309547,0,1,25.047226,477.656606222,1350
2,0.5,57.615767,57.615767,0,1,50.353446,970.324823418,1350
3,0.25,82.995785,76.837445028,6.158339972,0.925799365,69.575124028,1350,1350
