scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,36.190864,36.190864,1.582067810e-15,1,28.928543,556.493963897,750
2,0.5,61.497084,44.740226853,16.756857147,0.727517858,37.477905853,750,750
3,0.25,86.877102,43.303119507,43.573982493,0.498441114,36.040798507,750,750
