scenario,probability,total_demand,fulfilled_sales,lost_sales,fill_rate,shipped_quantity,used_capacity,available_capacity
1,0.25,37.693104,37.693104,0,1,30.430783,583.200232779,1500
2,0.5,62.999324,62.999324,0,1,55.737003,1075.868449975,1500
3,0.25,88.379342,84.641597092,3.737744908,0.957707935,77.379276092,1500,1500
